bookid;name;author;genre;lang
9624;Shadow Divers;Robert Kurson;Nonfiction;English
9653;The Martian Chronicles;Ray Bradbury;Science Fiction;English
9717;If on a Winter's Night a Traveler;Italo Calvino;Classics;English
9734;The Unbearable Lightness of Being;Milan Kundera;Fiction;English
9742;Ender's Game (Ender's Saga #1);Orson Scott Card;Science Fiction;English
9804;The Audacity of Hope: Thoughts on Reclaiming the American Dream;Barack Obama;Nonfiction;English
9809;The Baron in the Trees (I nostri antenati #2);Italo Calvino;Fiction;English
9822;Invisible Cities;Italo Calvino;Fiction;English
9854;Mrs. Frisby and the Rats of NIMH (Rats of NIMH #1);Robert C. O'Brien;Childrens;English
9888;The End of Poverty;Jeffrey D. Sachs;Economics;English
9915;Breakfast at Tiffany's;Truman Capote;Classics;English
10037;Less Than Zero (Less Than Zero #1);Bret Easton Ellis;Contemporary;English
10065;No Exit and Three Other Plays;Jean-Paul Sartre;Plays;English
10146;Wayside School Is Falling Down (Wayside School #2);Louis Sachar;Childrens;English
10147;The Search: How Google and Its Rivals Rewrote the Rules of Business and Transformed Our Culture;John Battelle;Business;English
10148;The Complete Sherlock Holmes, Volume I (Sherlock Holmes);Arthur Conan Doyle;Thriller;English
10218;The Complete Sherlock Holmes, Volume II (Sherlock Holmes);Arthur Conan Doyle;Classics;English
10222;Trade Wind;M.M. Kaye;Historical;English
10235;The Far Pavilions;M.M. Kaye;Historical;English
10365;Mountains Beyond Mountains: The Quest of Dr. Paul Farmer, A Man Who Would Cure the World;Tracy Kidder;Nonfiction;English
10453;Where the Red Fern Grows;Wilson Rawls;Classics;English
10460;Skating Shoes (Shoes #7);Noel Streatfeild;Childrens;English
10572;The Children on the Top Floor;Noel Streatfeild;Childrens;English
10614;A Clash of Kings (A Song of Ice and Fire #2);George R.R. Martin;Fantasy;English
10622;Misery;Stephen King;Horror;English
10631;Carrie;Stephen King;Fiction;English
10639;Sam Walton: Made In America;Sam Walton;Business;English
10669;The Paradox of Choice: Why More Is Less;Barry Schwartz;Nonfiction;English
10739;When Genius Failed: The Rise and Fall of Long-Term Capital Management;Roger Lowenstein;Economics;English
10765;The Moviegoer;Walker Percy;Fiction;English
10799;A Year in the Merde (Paul West #1);Stephen Clarke;Travel;English
10853;A Farewell to Arms;Ernest Hemingway;Classics;English
10873;In Search of Captain Zero: A Surfer's Road Trip Beyond the End of the Road;Allan C. Weisbecker;Nonfiction;English
10883;Shopgirl;Steve Martin;Fiction;English
10884;Benjamin Franklin: An American Life;Walter Isaacson;Biography;English
10890;Einstein: His Life and Universe;Walter Isaacson;Biography;English
10917;Traveling Mercies: Some Thoughts on Faith;Anne Lamott;Nonfiction;English
10956;My Sister's Keeper;Jodi Picoult;Fiction;English
10959;The Virgin Suicides;Jeffrey Eugenides;Unknown;English
10975;Sophie's World;Jostein Gaarder;Philosophy;English
11012;The Sound and the Fury;William Faulkner;Fiction;English
11015;Dubliners;James Joyce;Classics;English
11022;Jane Eyre;Charlotte BrontÃ«;Favorites;English
11035;Purity of Blood (Las aventuras del capitÃ¡n Alatriste #2);Arturo PÃ©rez-Reverte;Historical;English
11038;The Early Diary of AnaÃ¯s Nin, Vol. 4 (The Early Diary of AnaÃ¯s Nin #4);AnaÃ¯s Nin;Nonfiction;English
11046;"Henry and June: From ""A Journal of Love""--The Unexpurgated Diary of AnaÃ¯s Nin (From a Journal of Love #1)";AnaÃ¯s Nin;Nonfiction;English
11112;The Debutante Divorcee;Plum Sykes;Womens Fiction;English
11121;Great Singers on Great Singing: A Famous Opera Star Interviews 40 Famous Opera Singers on the Technique of Singing;Jerome Hines;Unknown;English
11125;Gulliver's Travels;Jonathan Swift;Classics;English
11129;Digital Fortress;Dan Brown;Fiction;English
11198;The Chronicles of Narnia: Including an Essay on Writing by C.S. Lewis (The Chronicles of Narnia (Publication Order) #1â€“7);C.S. Lewis;Fantasy;English
11220;The Story of My Life;Helen Keller;Nonfiction;English
11275;One Flew Over the Cuckoo's Nest;Ken Kesey;Young Adult;English
11320;The Wind-Up Bird Chronicle (ã­ã˜ã¾ãé³¥ã‚¯ãƒ­ãƒ‹ã‚¯ãƒ« #1-3);Haruki Murakami;Fiction;English
11366;The Captain's Verses;Pablo Neruda;Poetry;Multiple languages
11438;The Guns of August;Barbara W. Tuchman;History;English
11466;What We Talk About When We Talk About Love;Raymond Carver;Short Stories;English
11486;This Boy's Life;Tobias Wolff;Autobiography;English
11587;The Color Purple;Alice Walker;Classics;English
11650;Firestarter;Stephen King;Horror;English
11713;American Pastoral (The American Trilogy #1);Philip Roth;Fiction;English
11741;The English Patient;Michael Ondaatje;Historical;English
11849;Housekeeping;Marilynne Robinson;Fiction;English
11989;The Witch of Blackbird Pond;Elizabeth George Speare;Historical;English
11994;The Plague;Albert Camus;Fiction;English
12067;L'Ã‰tranger;Albert Camus;Classics;French
12103;Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch;Terry Pratchett;Fantasy;English
12165;The Complete Plays;J.M. Synge;Drama;English
12172;Babylon Revisited and Other Stories;F. Scott Fitzgerald;Short Stories;English
12194;Memoirs of Hadrian;Marguerite Yourcenar;Historical;English
12279;Lord Jim;Joseph Conrad;Classics;English
12296;Molloy, Malone Dies, The Unnamable (The Trilogy #1-3);Samuel Beckett;Fiction;English
12447;The Scarlet Letter;Nathaniel Hawthorne;Classics;English
12467;You Can't Go Home Again;Thomas Wolfe;Fiction;English
12474;The Naked and the Dead;Norman Mailer;Fiction;English
12590;The Armies of the Night: History as a Novel, the Novel as History;Norman Mailer;Nonfiction;English
12749;One Writer's Beginnings;Eudora Welty;Autobiography;English
12914;Swann's Way (Ã€ la recherche du temps perdu #1);Marcel Proust;Classics;English
12938;The Aeneid;Virgil;Fiction;English
12957;King Lear;William Shakespeare;Classics;English
12985;Much Ado About Nothing;William Shakespeare;Classics;English
12996;The Tempest;William Shakespeare;Literature;English
13001;Othello;William Shakespeare;Drama;English
13006;Othello;William Shakespeare;Drama;English
13023;Julius Caesar;William Shakespeare;Classics;English
13037;Alice in Wonderland;Jane Carruth;Classics;English
13039;Justine (Alexandria Quartet #1);Lawrence Durrell;Fiction;English
13103;Clea (Alexandria Quartet #4);Lawrence Durrell;Fiction;English
13148;The Celestine Prophecy (Celestine Prophecy #1);James Redfield;Fiction;English
13173;Kiss the Girls (Alex Cross #2);James Patterson;Mystery;English
13214;A Little Prairie House (My First Little House Books);Laura Ingalls Wilder;Childrens;English
13465;I Know Why the Caged Bird Sings (Maya Angelou's Autobiography #1);Maya Angelou;Nonfiction;English
13496;Think Big: Unleashing Your Potential for Excellence;Ben Carson;Nonfiction;English
13497;A Game of Thrones (A Song of Ice and Fire #1);George R.R. Martin;Adult;English
13528;A Feast for Crows (A Song of Ice and Fire #4);George R.R. Martin;Fantasy;English
13642;Bulletproof Web Design: Improving flexibility and protecting against worst-case scenarios with XHTML and CSS;Dan Cederholm;Design;English
13847;A Wizard of Earthsea (Earthsea Cycle #1);Ursula K. Le Guin;Fiction;English
14050;Essence and Alchemy: A Natural History of Perfume;Mandy Aftel;Nonfiction;English
14096;The Time Traveler's Wife;Audrey Niffenegger;Fiction;English
14264;Wherever You Go, There You Are: Mindfulness Meditation in Everyday Life;Jon Kabat-Zinn;Nonfiction;English
14286;World Light (HeimsljÃ³s #1);HalldÃ³r Kiljan Laxness;Fiction;English
14366;Open Secrets;Alice Munro;Short Stories;English
14497;Island of the Blue Dolphins (Island of the Blue Dolphins #1);Scott O'Dell;Young Adult;English
14507;Neverwhere (London Below,  The World of Neverwhere);Neil Gaiman;Fantasy;English
14546;Perfume: Joy, Scandal, Sin - A Cultural History of Fragrance from 1750 to the Present;Richard Stamelman;Nonfiction;English
14595;The Emperor of Scent: A True Story of Perfume and Obsession;Chandler Burr;Nonfiction;English
14662;Please Kill Me: The Uncensored Oral History of Punk;Legs McNeil;Music;English
14684;The Red and the Black;Stendhal;Classics;English
14865;The Charterhouse of Parma;Stendhal;Classics;English
14891;Vanishing Acts;Jodi Picoult;Fiction;English
14942;A Tree Grows in Brooklyn;Betty  Smith;Classics;English
15017;Mrs. Dalloway;Virginia Woolf;Classics;English
15047;Fierce Conversations: Achieving Success at Work and in Life One Conversation at a Time;Susan Scott;Self Help;English
15054;The Passion;Jeanette Winterson;Fiction;English
15241;Written on the Body;Jeanette Winterson;Fiction;English
15613;The Two Towers (The Lord of the Rings #2);J.R.R. Tolkien;Fantasy;English
15622;Billy Budd, Sailor;Herman Melville;Classics;English
15769;Native Son;Richard Wright;Fiction;English
15779;The Bourne Supremacy (Jason Bourne #2);Robert Ludlum;Fiction;English
15782;Sideways Stories from Wayside School (Wayside School #1);Louis Sachar;Childrens;English
15860;Sideways Arithmetic from Wayside School (Wayside School #2.5);Louis Sachar;Childrens;English
15931;State of Fear;Michael Crichton;Fiction;English
15997;The Notebook (The Notebook #1);Nicholas Sparks;Fiction;English
16121;Paradise Lost (Paradise #1);John Milton;Poetry;English
16130;Titan: The Life of John D. Rockefeller, Sr.;Ron Chernow;Biography;English
16172;Alexander Hamilton;Ron Chernow;History;English
16286;Desert Queen: The Extraordinary Life of Gertrude Bell: Adventurer, Adviser to Kings, Ally of Lawrence of Arabia;Janet Wallach;History;English
16304;The Magus;John Fowles;Fiction;English
16393;Murder on the Orient Express (Hercule Poirot #10);Agatha Christie;Mystery;English
16631;Big Money;P.G. Wodehouse;Fiction;English
16640;Steppenwolf;Hermann Hesse;Philosophy;English
16690;The Sorrows of Young Werther;Johann Wolfgang von Goethe;Unknown;English
16809;The Moon is a Harsh Mistress;Robert A. Heinlein;Science Fiction;English
16981;Christopher and His Kind;Christopher Isherwood;Nonfiction;English
17125;Invisible Man;Ralph Ellison;Classics;English
17150;One Day in the Life of Ivan Denisovich;Aleksandr Solzhenitsyn;Fiction;English
17214;My Ãntonia (Great Plains Trilogy #3);Willa Cather;Historical;English
17238;Starship Troopers;Robert A. Heinlein;Science Fiction;English
17354;Dracula;Bram Stoker;Classics;English
17372;A Brief History of Time;Stephen Hawking;Nonfiction;English
17529;Unconventional Success: A Fundamental Approach to Personal Investment;David F. Swensen;Economics;English
17690;Rebecca of Sunnybrook Farm;Kate Douglas Wiggin;Classics;English
17716;The Trial;Franz Kafka;Classics;English
17768;Waiting for Godot;Samuel Beckett;Plays;English
17780;Post Captain (Aubrey & Maturin #2);Patrick O'Brian;Fiction;English
18033;In the Heart of the Sea: The Tragedy of the Whaleship Essex;Nathaniel Philbrick;Nonfiction;English
18061;Heavy Weather (Blandings Castle #5);P.G. Wodehouse;Humor;English
18116;Uncle Fred in the Springtime (Blandings Castle #6);P.G. Wodehouse;Fiction;English
18122;His Dark Materials (His Dark Materials #1-3);Philip Pullman;Fantasy;English
18131;The Amber Spyglass (His Dark Materials #3);Philip Pullman;Fantasy;English
18135;A Wrinkle in Time (Time Quintet #1);Madeleine L'Engle;Fiction;English
18254;Romeo and Juliet;William Shakespeare;Classics;English
18271;Oliver Twist (Oliver Twist #1-5);Charles Dickens;Classics;English
18342;Beyond Good and Evil;Friedrich Nietzsche;Philosophy;English
18373;It;Stephen King;Horror;English
18405;Flowers for Algernon;Daniel Keyes;Fiction;English
18423;Gone with the Wind;Margaret Mitchell;Classics;English
18455;The Left Hand of Darkness (Hainish Cycle #6);Ursula K. Le Guin;Science Fiction;English
18490;The Spy Who Loved Me (James Bond (Original Series) #10);Ian Fleming;Fiction;English
18512;Frankenstein;Mary Wollstonecraft Shelley;Science Fiction;English
18646;The Return of the King (The Lord of the Rings #3);J.R.R. Tolkien;Fantasy;English
18699;Galileo's Daughter: A Historical Memoir of Science, Faith and Love;Dava Sobel;History;English
18765;My Life;Bill Clinton;Biography;English
18839;I, Claudius (Claudius #1);Robert Graves;Historical;English
18989;Orlando;Virginia Woolf;Classics;English
19000;Tinker, Tailor, Soldier, Spy (The Karla Trilogy #1);John le CarrÃ©;Fiction;English
19002;The Constant Gardener;John le CarrÃ©;Fiction;English
19089;Absolute Friends;John le CarrÃ©;Fiction;English
19117;Middlemarch;George Eliot;Classics;English
19302;Fathers and Sons;Ivan Turgenev;Fiction;English
19307;Pippi Longstocking (Pippi LÃ¥ngstrump #1);Astrid Lindgren;Childrens;English
19308;Pippi in the South Seas (Pippi LÃ¥ngstrump #3);Astrid Lindgren;Childrens;English
19314;Pippi Goes on Board (Pippi LÃ¥ngstrump #2);Astrid Lindgren;Childrens;English
19321;Ronia, the Robber's Daughter;Astrid Lindgren;Fantasy;English
19330;The Tale of Peter Rabbit (The World of Beatrix Potter: Peter Rabbit);Beatrix Potter;Childrens;English
19351;The Complete Tales;Beatrix Potter;Classics;English
19374;The Epic of Gilgamesh;Anonymous;Classics;English
19380;Adventures of Huckleberry Finn (The Adventures of Tom and Huck #2);Mark Twain;Historical;English
19392;Candide;Voltaire;Classics;English
19400;Voltaire in Love;Nancy Mitford;Biography;English
19494;The Decline and Fall of the Roman Empire;Edward Gibbon;History;English
19501;The Spy Who Came In from the Cold (George Smiley);John le CarrÃ©;Fiction;English
19543;Eat, Pray, Love;Elizabeth Gilbert;Nonfiction;English
19596;Where the Wild Things Are;Maurice Sendak;Childrens;English
19668;Color: A Natural History of the Palette;Victoria Finlay;Nonfiction;English
19675;Without Remorse (Jack Ryan Universe #1);Tom Clancy;Fiction;English
19687;Executive Orders (Jack Ryan Universe #9);Tom Clancy;Fiction;English
19691;The Bear and the Dragon (Jack Ryan Universe #11);Tom Clancy;Fiction;English
19707;The Hunt for Red October (Jack Ryan Universe #4);Tom Clancy;Fiction;English
19743;Red Rabbit (Jack Ryan Universe #3);Tom Clancy;Fiction;English
19764;Porsche 911: Perfection by Design;Randy Leffingwell;Unknown;English
19809;Corvette: Fifty Years;Randy Leffingwell;Unknown;English
20926;The Last Lion: Winston Spencer Churchill: Visions of Glory 1874-1932 (The Last Lion #1);William Manchester;Biography;English
21182;Muscle: America's Legendary Performance Cars;Randy Leffingwell;Unknown;English
21199;The Wisdom of Life;Arthur Schopenhauer;Philosophy;English
21314;Every Night Italian: Every Night Italian;Giuliano Hazan;Food and Drink;English
21484;The Starfish and the Spider: The Unstoppable Power of Leaderless Organizations;Ori Brafman;Business;English
21704;The Winds of War (The Henry Family #1);Herman Wouk;Historical;English
22034;The Black Dahlia (L.A. Quartet #1);James Ellroy;Mystery;English
22149;The Godfather (Mario Puzo's Mafia);Mario Puzo;Fiction;English
22320;Designing Web Usability;Jakob Nielsen;Design;English
22328;Pattern Recognition (Blue Ant #1);William Gibson;Science Fiction;English
22333;Neuromancer (Sprawl #1);William Gibson;Science Fiction;English
22435;A Mass for the Dead;William  Gibson;Unknown;English
22463;The Fabric of the Cosmos: Space, Time, and the Texture of Reality;Brian Greene;Science;English
23204;The Origin of Species;Charles Darwin;Nonfiction;English
23341;Stern Men;Elizabeth Gilbert;Fiction;English
23422;Running with Scissors;Augusten Burroughs;Autobiography;English
23425;The Art of Travel;Alain de Botton;Travel;English
23426;Status Anxiety;Alain de Botton;Philosophy;English
23772;On Love;Alain de Botton;Philosophy;English
23801;Green Eggs and Ham;Dr. Seuss;Childrens;English
23856;Bargaining for Advantage: Negotiation Strategies for Reasonable People;G. Richard Shell;Business;English
23919;The Sisters: The Saga of the Mitford Family;Mary S. Lovell;Biography;English
23982;The Complete Stories and Poems;Edgar Allan Poe;Classics;English
24051;Modoc: The True Story of the Greatest Elephant That Ever Lived;Ralph Helfer;Nonfiction;English
24054;I Want to Go Home!;Gordon Korman;Favorites;English
24057;Losing Joe's Place;Gordon Korman;Fiction;English
24058;No Coins, Please;Gordon Korman;Fiction;English
24100;The Zucchini Warriors (Macdonald Hall #5);Gordon Korman;Fiction;English
24113;The Golden Notebook;Doris Lessing;Fiction;English
24128;GÃ¶del, Escher, Bach: An Eternal Golden Braid;Douglas R. Hofstadter;Science;English
24137;The Merchant of Venice;William Shakespeare;Plays;English
24213;Catherine, Called Birdy;Karen Cushman;Historical;English
24241;Alice's Adventures in Wonderland & Through the Looking-Glass (Alice's Adventures in Wonderland #1-2);Lewis Carroll;Classics;English
